"","id","vf_age","vf_party","vf_racename","vf_female","vf_black","vf_white","vf_hispanic","vf_vg_14","vf_vg_12","vf_vg_10","vf_democrat","vf_republican","miami_trans_law_t0","miami_trans_law2_t0","gender_norm_daugher_t0","gender_norm_looks_t0","gender_norm_rights_t0","gender_norms_sexchange_t0","gender_norms_moral_t0","gender_norms_abnormal_t0","gender_norm_trans_moral_wrong_t0","ssm_t0","therm_obama_t0","therm_gay_t0","therm_trans_t0","therm_marijuana_t0","therm_afams_t0","ideology_t0","religious_t0","respondent_t0","exposure_gay_t0","exposure_trans_t0","pid_t0","scale_for_blocking_t0","survey_language_t0","miami_trans_law_t1","miami_trans_law2_t1","therm_obama_t1","therm_trans_t1","therm_marijuana_t1","gender_norm_looks_t1","gender_norm_rights_t1","gender_norm_sexchange_t1","gender_norm_moral_t1","gender_norm_abnormal_t1","gender_norm_trans_moral_wrong_t1","respondent_t1","miami_trans_law_t2","miami_trans_law2_t2","therm_obama_t2","therm_jbush_t2","therm_trans_t2","therm_police_t2","therm_firefighters_t2","gender_norm_looks_t2","gender_norm_rights_t2","gender_norm_moral_t2","gender_norm_dress_t2","gender_norm_sexchange_t2","gender_norm_abnormal_t2","gender_norm_trans_moral_wrong_t2","trans_teacher_t2","trans_bathroom_t2","respondent_t2","miami_trans_law_withdef_t3","miami_trans_law2_withdef_t3","therm_obama_t3","therm_jbush_t3","therm_trans_t3","therm_police_t3","therm_firefighters_t3","gender_norm_looks_t3","gender_norm_rights_t3","gender_norm_moral_t3","gender_norm_dress_t3","gender_norm_sexchange_t3","gender_norm_abnormal_t3","gender_norm_trans_moral_wrong_t3","trans_teacher_t3","trans_bathroom_t3","trans_ad_displayed_t3","trans_law_post_ad_t3","respondent_t3","nfc_t3","miami_trans_law_withdef_t4","miami_trans_law2_withdef_t4","therm_obama_t4","therm_trans_t4","therm_mousavi_t4","gender_norm_looks_t4","gender_norm_rights_t4","gender_norm_moral_t4","gender_norm_dress_t4","gender_norm_sexchange_t4","gender_norm_abnormal_t4","gender_norm_trans_moral_wrong_t4","trans_teacher_t4","trans_bathroom_t4","respondent_t4","marijuana_pread1","marijuana_pread2","marijuana_postad","exp_actual_convo","contacted","survey_language_es","sdo_scale","treat_ind","canvass_recycling_rating","canvass_trans_ratingstart","canvass_trans_ratingsecond","canvass_trans_ratingend","canvass_minutes","canvasser_experience","canvasser_trans","canvasser_id","hh_id","block_ind","cluster_level_t0_scale_mean","vf_independent","all.dvs.t1","all.dvs.t2","all.dvs.t3","all.dvs.t4","trans.tolerance.dv.t0","trans.tolerance.dv.t1","trans.tolerance.dv.t2","trans.tolerance.dv.t3","trans.tolerance.dv.t4","miami_trans_law_t0_avg","miami_trans_law_t1_avg","miami_trans_law_t2_avg","miami_trans_law_t3_avg","miami_trans_law_t4_avg","gender_nonconformity_t0","gender_nonconformity_t1","gender_nonconformity_t2","gender_nonconformity_t3","gender_nonconformity_t4","treatment.delivered","t1.resid","transformed.outcome"
"66936",29686,42,"N","Hispanic",1,0,0,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,82,49,50,0,83,2,1,1,0,0,1,0.156987681984901,"",3,3,100,66,10,-2,-2,1,1,0,1,1,3,3,85,48,77,76,79,-2,-2,2,-2,1,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,3,3,50,50,50,-2,-2,2,-2,1,0,0,0,2,1,NA,NA,NA,"Recycling",1,1,-6.6307687118794e-10,0,"",NA,NA,NA,4,"No",0,35,"june20_17267","june20_151",0.156987681984901,1,0.863734281095599,0.935476206693649,NA,0.727319809695398,-0.0845401336505679,0.679870152154135,0.892699065963599,NA,0.699381824509604,3,3,3,NA,3,0.547622133241092,-1.30883732249572,-1.17246246956776,NA,-1.18055703267962,FALSE,0.360108130339917,-0.720216260679834
"66938",34326,56,"R","Caucasian",0,0,1,0,1,1,1,0,1,2,3,-1,0,0,1,0,0,-1,2,72,50,50,50,50,-1,4,1,1,1,-2,0.204946264624596,"",2,3,70,65,50,1,0,0,1,0,2,1,2,2,70,50,70,50,70,0,0,0,0,1,1,1,1,0,1,2,2,50,50,50,50,50,1,0,1,0,1,0,1,1,0,"I could only see the ad, but the sound did not work",2,1,0.619243681430817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,"Trans-Equality",1,0,-0.0478787869215012,1,"",10,10,10,4,"No",0,51,"june20_17324","june20_157",0.204946264624596,0,0.759958292035032,0.669122168227344,0.585912186971235,NA,0.168221142251428,0.708665107369492,0.700295690016691,0.609815490108837,NA,2.5,2.5,2,2,NA,0.547622133241092,1.0006274528355,0.660618186367629,0.944926099348009,NA,TRUE,0.450357257215034,0.900714514430068
"66940",16632,30,"D","African American",1,1,0,0,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,89,66,0,83,100,0,1,1,1,1,2,-0.256875574588776,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Trans-Equality",1,0,-6.6307687118794e-10,1,"",10,10,10,15,"No",0,35,"june20_17371","june20_99",-0.256875574588776,0,NA,NA,NA,NA,-0.660150560987988,NA,NA,NA,NA,-0.5,NA,NA,NA,NA,0.547622133241092,NA,NA,NA,NA,TRUE,NA,NA
"66949",22269,77,"R","Caucasian",0,0,1,0,1,1,1,0,1,2,3,0,0,-1,1,1,1,0,0,50,41,50,40,58,0,1,1,1,0,-2,0.00717139057815075,"",3,3,71,80,50,-1,-1,1,1,1,1,1,2,2,50,82,50,91,91,-1,-1,0,-1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,0,3,50,50,41,-1,-1,0,-1,1,1,0,0,-1,1,NA,NA,NA,"Trans-Equality",1,0,0.331938713788986,1,"",10,10,NA,5,"Yes",0,50,"june20_17543","june20_129",0.00717139057815075,0,1.13470052149338,0.229234471015078,NA,0.299469790782473,0.687477102869628,1.03064333329875,0.25323180731685,NA,0.132648958288133,2.5,3,2,NA,1.5,0.0538084277202204,-0.374804201368527,-0.255922141600065,NA,-0.206026197278334,TRUE,0.739349286704602,1.4786985734092
"66951",60712,55,"Other Party","Hispanic",0,0,0,1,1,1,1,0,0,3,3,-2,2,2,-2,2,2,-2,3,100,100,100,100,100,3,1,1,1,0,3,1.65172648429871,"",3,3,100,83,83,2,2,-2,2,2,2,1,3,3,100,0,71,50,50,1,1,1,0,2,2,2,2,1,1,3,3,50,0,81,50,100,1,-2,2,2,2,2,2,2,2,"",0,1,1.3064591884613,3,3,50,77,26,1,1,1,1,2,2,2,2,2,1,1,3,1,"Trans-Equality",1,0,0.171376347541809,1,"",10,10,10,18,"No",0,35,"june20_17582","june20_317",1.1972291469574,0,1.22058451833757,1.49191767890288,1.69639107408148,1.49323383335319,1.02405966311926,1.1772914556177,1.59517826576801,1.977212742114,1.78388414883406,3,3,3,3,3,2.46930807375203,2.42729516201304,1.26093051250584,0.944298203856274,1.74303547352424,TRUE,-0.0789721155405163,-0.157944231081033
"66953",25309,72,"D","African American",1,1,0,0,1,1,1,1,0,0,0,0,-2,0,0,-1,0,0,-1,100,20,0,50,18,0,1,1,1,0,3,-1.01442444324493,"",2,2,100,21,40,-2,-2,0,-1,0,-1,1,1,1,50,50,50,50,100,-2,-2,-1,-2,0,-1,-1,0,-1,1,2,1,95,50,50,29,100,-1,-2,-2,-2,0,-1,-1,1,-1,"Yes, I could see and hear the ad",-1,1,-1.8912810087204,0,1,100,50,50,-2,-2,-2,-2,0,-1,-1,0,-1,1,0,1,0,"Trans-Equality",1,0,1.22702205181122,1,"",5,5,6,30,"No",0,51,"june20_17585","june20_39",-1.01442444324493,0,-0.503912682697511,-0.586792631379416,-0.48661836194909,-0.766956886124498,-0.915524805832813,-0.808335605466916,-0.635015853673026,-0.565824760835559,-0.783136284651556,0,2,1,1.5,0.5,-0.386436396228105,-1.30883732249572,-1.17246246956776,-0.91268299680756,-1.18055703267962,TRUE,0.0770678914345715,0.154135782869143
"66959",63647,26,"N","Hispanic",0,0,0,1,0,0,0,0,0,2,3,0,0,2,2,2,2,-2,3,24,93,94,50,50,0,0,1,1,1,0,1.23601818084717,"",3,3,22,100,50,2,0,2,2,2,2,1,2,3,19,50,85,50,100,1,1,1,1,1,1,1,2,1,1,3,3,0,50,100,50,100,2,0,2,2,2,2,2,2,2,"Yes, I could see and hear the ad",0,1,-1.75147104263306,3,3,50,100,50,1,2,1,1,2,1,1,2,1,1,1,3,1,"Trans-Equality",1,0,-0.0149714425206184,1,"",9,10,10,0,"Yes",0,34,"june20_17804","june20_338",-0.261548012495041,1,1.91899569620879,1.03412030773609,1.82300091090152,1.34903912048663,1.96603151544675,2.06568535937137,1.23750651015669,2.10567709762699,1.47973513025843,2.5,3,2.5,3,3,1.53524954428284,1.44202598591234,1.57715851433532,1.87341669967993,2.05935576120612,TRUE,0.616402345332542,1.23280469066508
"66965",11719,30,"D","African American",1,1,0,0,1,1,1,1,0,2,2,2,-2,-2,-2,-2,-2,2,-3,50,50,50,50,50,2,4,1,1,1,3,-0.979899823665619,"",3,2,100,0,50,-2,-2,-2,-2,-2,-2,1,2,2,100,0,25,68,100,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Recycling",1,0,-0.422886550426483,0,"Against",NA,NA,NA,5,"Yes",1,23,"june20_1783","june20_330",-0.850405097007751,0,-1.48988678489868,-1.26035965325524,NA,NA,-1.62857460669096,-2.25798156033038,-1.96368123761571,NA,NA,2,2.5,2,NA,NA,-1.37406380726985,-1.30883732249572,-1.17246246956776,NA,NA,FALSE,-0.917136718938271,1.83427343787654
"66967",15872,60,"D","Caucasian",0,0,1,0,0,0,0,1,0,2,2,0,0,0,2,1,1,-1,3,65,100,100,50,93,0,0,1,1,1,2,1.16242456436157,"",2,3,40,100,50,0,0,2,0,1,1,1,3,3,50,8,100,50,100,1,0,1,0,2,2,0,2,1,1,2,3,50,26,100,50,100,1,1,1,1,2,1,1,1,1,"Yes, I could see and hear the ad",0,1,-0.322857260704041,3,3,50,94,50,0,0,0,0,0,0,0,0,0,1,1,0,1,"Trans-Equality",1,0,-0.918970763683319,1,"",NA,NA,NA,1,"No",0,35,"june20_17844","june20_213",1.16242456436157,0,1.14744686654699,1.38201634956983,1.30093907659325,0.583430898671697,1.51584880610904,1.17220777738185,1.47028268137241,1.37631220794427,0.256946156122559,2,2.5,3,2.5,3,0.547622133241092,0.559228919758662,0.96593220275311,1.56251677732952,0.768504638122952,FALSE,-0.228859853255178,-0.457719706510356
"66968",43661,59,"N","Caucasian",0,0,1,0,1,1,0,0,0,3,0,0,-1,-2,2,0,-1,-1,1,32,56,50,50,93,-1,1,1,1,0,0,0.0604227520525455,"",3,3,50,60,93,-1,-1,2,1,-1,1,1,3,3,32,46,54,50,78,0,-1,2,0,1,-1,1,2,-1,1,2,3,43,45,71,99,98,-1,-1,1,0,2,-1,1,2,1,"Yes, I could see and hear the ad",0,1,0.909998774528503,3,3,10,55,0,-1,-1,1,0,2,0,2,2,1,1,1,3,1,"Trans-Equality",1,0,-0.193089827895164,1,"",5,9,9,0,"No",1,5,"june20_17853","june20_138",0.0604227520525455,1,0.795276857541516,0.781468454121624,0.823372476561865,1.06175347788817,0.157100702380048,0.585601474837552,0.587232055307152,1.0187440564761,1.18903007140664,1.5,3,3,2.5,3,-0.907034542535251,-0.374804201368527,0.365619876614902,0.0135460462917773,0.133248954333458,TRUE,0.538572127400575,1.07714425480115
"66970",44921,80,"D","Caucasian",1,0,1,0,1,1,1,1,0,0,-1,-1,-1,-1,0,0,-1,0,-2,82,22,7,50,70,0,5,1,1,0,2,-0.93074232339859,"",0,0,100,0,50,-1,-1,0,-1,-1,0,1,0,0,84,91,50,50,89,-1,-2,-1,-1,0,-1,0,-1,0,1,0,1,100,86,23,90,50,-2,-2,-2,-2,0,-1,-1,-2,-1,"Yes, I could see and hear the ad",-3,1,-1.34794867038727,0,-1,100,52,0,-1,-1,-1,-1,-1,-1,0,-2,0,1,0,2,0,"Recycling",1,0,0.726503610610962,0,"Against",NA,NA,NA,8,"No",0,51,"june20_17893","june20_341",0.053385753184557,0,-1.14159030911503,-0.658272247558843,-0.86557416342522,-0.814636795985464,-0.843446816934125,-1.00225849835601,-0.470542925089876,-1.17088529415617,-0.752394746216925,-0.5,0,0,0.5,-0.5,-0.413220837014379,-0.374804201368527,-0.550920451352791,-1.22389686690383,-0.206026197278334,FALSE,-0.418755608990449,0.837511217980897
"66972",28043,48,"R","Caucasian",1,0,1,0,1,1,1,0,1,2,1,0,1,1,1,0,0,-1,3,71,50,50,50,91,0,2,1,1,1,0,0.402200937271118,"",1,1,50,49,58,0,0,1,1,1,1,1,2,1,77,50,50,72,97,1,0,1,0,1,0,1,0,0,1,1,1,83,50,50,50,94,0,0,1,0,0,-1,0,0,0,"",0,1,-0.747058808803558,2,2,50,50,24,1,0,0,1,0,0,0,0,0,1,0,3,1,"Recycling",1,0,-0.374505966901779,0,"Against",NA,NA,NA,2,"No",0,51,"june20_17893","june20_341",0.053385753184557,0,0.427226601802409,0.41777755163293,-0.0459124139018961,0.101586847193562,0.168221142251428,0.746220169411322,0.428704452580544,0.0154343464578637,-0.0304401299463182,1.5,1,1.5,1,2,1.50846510349656,0.559228919758662,0.96593220275311,0.633712229251738,1.42671518584236,FALSE,0.217072551284161,-0.434145102568322
"66976",734,24,"D","African American",0,1,0,0,0,0,0,1,0,0,0,1,-1,0,-1,-1,-1,1,0,88,32,22,92,100,0,4,1,1,0,2,-0.836007058620453,"",0,-2,50,20,74,-2,0,-1,1,-2,1,1,0,0,49,50,34,24,78,-1,-1,1,-1,-1,-2,-1,-2,-1,1,-1,0,51,50,42,26,73,-1,-1,2,-1,0,-1,-1,-1,2,"No video appeared for me",-1,1,0.264989256858826,-3,0,62,36,50,-1,-1,-1,-2,0,-1,-2,-1,-1,1,0,3,1,"Recycling",1,0,1.51967060565948,0,"Undecided",NA,NA,NA,1,"No",0,52,"june20_17905","june20_49",-0.836007058620453,0,-1.05901457321204,-0.90963791477513,-0.419007252865241,-1.25750694216161,-1.17889920947972,-0.553035099332263,-0.999443817838878,0.0727041800417093,-1.02445274021324,0,-1,0,-0.5,-1.5,0.0805928685064935,-0.323568146395015,-0.255922141600065,-0.295092318826046,-0.545301348890126,FALSE,0.343970288507496,-0.687940577014991
"66978",49442,62,"D","African American",1,1,0,0,0,1,1,1,0,0,0,1,-2,-1,0,0,0,0,-2,90,50,50,50,90,-1,4,1,1,1,3,-0.451361030340195,"",0,0,100,50,50,-2,-2,0,-1,0,0,1,0,0,98,50,50,60,97,-1,-1,-1,-1,0,-1,-1,0,0,1,0,0,95,50,50,50,50,-1,-1,-1,-1,0,0,0,0,0,"Yes, I could see and hear the ad",0,1,-0.747058808803558,0,0,95,50,50,-2,-1,-1,-1,0,0,0,0,0,1,0,2,0,"Trans-Equality",1,0,-0.790862858295441,0,"",5,5,5,7,"No",0,38,"june20_17907","june20_268",-0.624336540699005,0,-0.602726253908684,-0.811364832300533,-0.36331736740668,-0.434915672962501,-0.0845401336505679,-0.321187449471167,-0.49084710221226,-0.118130486389357,-0.179601373243118,0,0,0,0,0,-0.880250101748978,-1.30883732249572,-0.255922141600065,-0.295092318826046,-0.52496159338595,TRUE,0.0861345789046212,-0.172269157809242
"66980",59738,54,"D","Hispanic",1,0,0,1,0,1,0,1,0,2,2,-1,0,0,0,1,1,-1,0,7,50,50,18,95,0,4,1,1,0,2,0.174014404416084,"",3,2,20,50,10,-1,-1,0,1,1,1,1,1,2,20,99,57,90,100,-2,-1,-1,-2,0,-1,-1,-1,1,1,1,2,50,95,60,50,100,-1,-1,-1,-1,0,0,0,0,0,"",0,1,-2.08848643302917,1,2,50,50,50,-2,-1,-1,-2,0,0,0,1,1,1,0,1,0,"Recycling",1,0,2.00018119812012,0,"Against",NA,NA,NA,2,"No",0,8,"june20_17944","june20_279",-0.196575284004211,0,0.64560671047004,-0.42540301370365,0.00324966914804971,-0.136058050699229,0.434715826967632,0.572290132518353,-0.438583826537719,-0.0505176676983078,0.102352396603034,2,2.5,1.5,1.5,1.5,0.547622133241092,-0.374804201368527,-0.877464159815032,-0.295092318826046,-0.864236744997742,FALSE,0.000288645647598118,-0.000577291295196236
"66981",44717,59,"R","Hispanic",0,0,0,1,1,1,0,0,1,1,1,-1,-1,-1,-1,0,-1,0,-2,17,50,50,1,90,-2,4,1,1,0,-1,-0.567164957523346,"",1,2,50,50,61,-1,-1,-1,0,0,0,1,1,1,35,95,50,50,99,-1,0,-1,-2,-1,-1,-1,-1,-1,1,-1,-1,50,91,30,50,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Yes, I could see and hear the ad",-1,1,0.692885458469391,-1,-1,25,50,50,-1,-1,-1,-1,0,-1,-1,-1,-1,1,0,2,0,"Recycling",1,0,1.40795946121216,0,"Against",NA,NA,NA,2,"No",0,8,"june20_17944","june20_279",-0.196575284004211,0,-0.220901153808723,-0.724266745676836,-1.12841548072196,-0.92553714280724,-0.601183125325939,-0.279253078143033,-0.909560707589806,-0.982681887585695,-0.77478856925109,1,1.5,1,-1,-1,-0.413220837014379,-0.374804201368527,-0.277151833676824,-0.295092318826046,-0.206026197278334,FALSE,0.0778379254037608,-0.155675850807522
"66990",38192,35,"D","Hispanic",1,0,0,1,1,1,0,1,0,3,3,-2,1,0,2,2,2,-2,3,90,84,84,50,84,2,1,1,1,1,3,1.54321801662445,"",3,3,85,86,50,2,1,2,2,2,2,1,3,3,85,50,58,35,60,2,2,2,2,2,2,2,2,2,1,3,3,80,50,63,50,60,1,1,2,2,2,2,2,2,2,"Yes, I could see and hear the ad",3,1,-0.565626323223114,3,3,85,71,50,2,2,2,2,2,2,2,1,1,1,0,1,1,"Recycling",1,0,-0.5688596367836,0,"Undecided",NA,NA,NA,2,"No",1,19,"june20_18098","june20_350",0.879591703414917,0,1.81481321267212,1.5533896268339,1.57644491288354,1.5948205433623,1.85090942997927,1.9372361885835,1.80826159347135,1.85550966847011,1.61190258327532,3,3,3,3,3,1.01465139797569,1.93466057396269,2.49369884230302,1.87115514244735,2.71756630892552,FALSE,0.262087956266483,-0.524175912532966
"66995",53925,19,"N","Caucasian",0,0,1,0,0,0,0,0,0,3,3,0,0,-2,2,-1,0,-2,2,35,85,50,40,85,0,0,1,1,0,1,0.612130343914032,"",3,3,40,100,75,0,-1,2,1,1,1,1,3,3,35,25,70,100,100,0,-1,1,-2,2,0,1,2,1,1,3,3,50,35,100,100,50,0,-1,-1,-1,2,0,2,1,1,"Yes, I could see and hear the ad",3,1,-0.508476734161377,3,3,50,100,50,0,-2,1,-1,2,1,1,1,1,1,0,3,0,"Trans-Equality",1,0,-0.990206182003021,1,"",10,10,10,12,"No",0,49,"june20_18148","june20_178",0.612130343914032,1,1.42650860993993,1.02920279218083,1.14891988854133,1.34903912048663,0.165608173308599,1.39724712637352,1.11846623230322,1.10047892203045,1.33892160236209,3,3,3,3,3,-0.440005277800652,0.0665943317083116,-0.266836127044069,0.0161215512702245,-0.203411088852596,TRUE,1.07090527743465,2.1418105548693
"66997",46090,42,"N","Hispanic",0,0,0,1,1,1,0,0,0,3,2,-1,-1,-1,1,1,1,-1,2,100,71,73,28,62,0,1,1,1,0,1,0.617520987987518,"",2,2,92,88,11,-1,0,1,1,1,1,1,3,3,76,58,60,67,50,-1,-1,1,-1,2,1,1,1,1,1,3,3,97,81,72,77,50,1,-1,1,-1,2,1,1,1,1,"",0,1,-0.05111014097929,3,2,93,69,50,1,-1,1,-1,2,2,1,1,2,1,0,3,0,"Recycling",1,1,-0.944510459899902,0,"Against",NA,NA,NA,2,"No",1,19,"june20_18183","june20_179",0.617520987987518,1,0.955841301870151,1.11294565622003,1.21387443901385,1.19319966424374,0.952257899444841,1.10404285946324,1.06947873680482,1.18699631560933,1.43259548898497,2.5,2,3,3,2.5,-0.413220837014379,0.117830386681824,-0.255922141600065,0.327335421366495,0.431844594936898,FALSE,0.192483976542694,-0.384967953085388
"66998",53587,58,"N","Caucasian",1,0,1,0,1,1,1,0,0,0,1,0,0,-1,0,0,0,0,2,89,75,76,65,85,0,3,1,1,1,0,0.277707815170288,"",2,2,82,80,86,0,0,1,0,0,0,1,2,2,71,50,72,96,96,-1,-1,0,-1,1,1,0,1,0,1,2,2,83,50,82,50,94,0,-1,0,0,1,0,0,0,0,"Yes, I could see and hear the ad",1,1,0.643627107143402,2,2,81,66,50,-1,-1,0,0,1,1,1,0,0,1,0,2,0,"Recycling",1,0,-0.768993496894836,0,"In Favor",NA,NA,NA,3,"No",0,55,"june20_18187","june20_160",0.277707815170288,1,0.403821367866059,0.529566400047746,0.518766255905155,0.644336475327316,0.214777288564891,0.362205100300889,0.554911463300877,0.382919382841934,0.536516384203233,0.5,2,2,2,2,0.0538084277202204,0.559228919758662,-0.255922141600065,0.324759916388048,0.133248954333458,FALSE,0.00576011484187186,-0.0115202296837437
"67001",36930,80,"D","Caucasian",0,0,1,0,1,1,1,1,0,3,3,-2,2,2,2,2,2,-2,3,60,63,62,62,81,3,0,1,1,0,2,1.35095596313477,"",3,3,72,100,70,2,1,2,2,1,2,1,3,3,50,37,76,50,100,2,2,2,2,2,2,2,-2,2,1,3,3,55,50,50,30,50,2,1,2,2,2,1,2,2,2,"Yes, I could see and hear the ad",3,1,1.23769795894623,3,3,37,72,50,2,2,2,2,2,2,2,2,2,1,1,1,1,"Recycling",1,0,-0.110134549438953,0,"Against",NA,NA,NA,2,"No",1,5,"june20_18263","june20_322",1.5678334236145,0,1.75221193934767,1.67522097589272,1.34765712630101,1.60126898595754,1.59764084195081,1.84336134901463,1.37429054271204,1.61644986173055,1.90038785962304,3,3,3,3,3,2.46930807375203,1.93466057396269,2.49369884230302,2.18236901254362,2.71756630892552,FALSE,0.266726350737691,-0.533452701475382
"67004",13057,56,"D","Caucasian",0,0,1,0,1,1,1,1,0,3,3,1,-1,-1,1,0,1,-1,2,100,95,80,0,100,0,0,1,1,0,1,0.865971922874451,"",3,3,50,50,19,-1,1,1,0,1,0,1,3,3,50,80,62,92,100,-1,-1,0,-2,1,1,1,1,1,1,3,3,86,50,92,97,50,-1,0,0,-1,-1,1,1,1,1,"Yes, I could see and hear the ad",1,1,1.15859818458557,2,3,50,50,1,-1,-1,-1,-1,1,1,1,1,0,1,0,2,0,"Recycling",1,0,-0.0494651459157467,0,"Undecided",NA,NA,NA,1,"No",0,49,"june20_18295","june20_297",0.207746982574463,0,0.585749013078502,0.839547102900094,0.79879629867591,0.501629073198521,0.777469114427256,0.309280887540769,0.791385123385927,0.752883380020049,0.423664564777721,3,3,3,3,2.5,-0.413220837014379,0.610464974732174,-0.57215014342955,0.0138599940376445,-0.206026197278334,FALSE,-0.333427163531662,0.666854327063323
"67009",33628,44,"D","African American",1,1,0,0,1,0,0,1,0,0,2,1,-1,-1,1,0,0,0,1,90,81,88,50,70,1,4,1,0,0,3,0.1759292781353,"",0,0,63,50,18,-1,-1,0,-1,0,-1,1,2,2,80,50,50,89,79,-1,-1,0,-1,0,0,0,0,-1,1,1,2,69,50,50,50,90,-1,-1,-1,-1,1,0,-1,1,0,"Yes, I could see and hear the ad",-1,1,-1.14474403858185,0,0,78,50,50,-1,-1,-1,-1,0,0,-1,0,0,1,0,1,0,"Trans-Equality",1,0,1.85719108581543,1,"",10,5,6,5,"No",0,38,"june20_1835","june20_154",0.1759292781353,0,-0.764890244374207,0.091760356717658,-0.0743731948154228,-0.582617256334554,0.605685067027867,-0.542262323120617,-0.165481798060696,0.00497185118883422,-0.337824453183353,1,0,2,1.5,0,-0.413220837014379,-0.374804201368527,-0.255922141600065,-0.295092318826046,-0.206026197278334,TRUE,-0.727273673324014,-1.45454734664803
"67010",67763,18,"N","Hispanic",1,0,0,1,1,0,0,0,0,3,3,0,0,-2,1,0,1,-2,3,100,100,50,0,100,3,4,1,1,0,3,0.935564577579498,"",3,2,100,50,74,0,0,0,0,0,0,1,3,0,50,50,50,86,100,0,-2,0,-1,1,1,1,1,0,1,-1,0,100,50,50,100,50,-1,-2,0,-1,0,1,0,0,-2,"I had trouble with both the audio and video",1,1,1.20785653591156,1,2,50,94,50,-1,-1,-1,-1,1,1,1,1,-1,1,0,3,0,"Recycling",1,0,-0.233683347702026,0,"In Favor",NA,NA,NA,1,"No",0,49,"june20_18357","june20_343",0.208274960517883,1,0.153119624201184,0.416293924402208,-0.190755305294517,0.587247970101122,0.432102858024804,-0.0961481004795024,0.567597394787869,-0.0944925966304844,0.56991060889678,3,2.5,1.5,-0.5,1.5,-0.440005277800652,0.559228919758662,-0.24560643496731,-0.604044631689736,-0.206026197278334,FALSE,-0.502761065716953,1.00552213143391
"67011",1509,46,"D","Hispanic",1,0,0,1,1,1,0,1,0,3,2,1,-1,1,1,-2,0,2,0,100,50,50,1,100,0,4,1,1,0,3,-0.196151331067085,"",2,-2,100,76,50,0,0,0,0,0,0,1,3,2,100,16,50,50,100,-2,-1,-1,-1,0,1,0,0,0,1,-1,-1,50,50,0,100,50,-2,-2,-2,2,-2,0,2,-1,-2,"I had trouble with both the audio and video",-1,1,-0.928500890731812,2,0,100,56,50,-2,-2,-1,-2,0,0,1,1,-2,1,0,2,0,"Recycling",1,0,-0.838131487369537,0,"Against",NA,NA,NA,2,"No",0,49,"june20_18357","june20_343",0.208274960517883,0,-0.260399676740984,0.204287489195381,-1.00417355157054,-0.0537883693945097,-0.342527347438221,0.142400359555111,-0.0207699835089174,-0.973817175353467,-0.123656210296794,2.5,0,2.5,-1,1,0.574406574027365,0.559228919758662,-0.561236157985546,0.010656593567463,-1.18055703267962,FALSE,-0.00655301354370834,0.0131060270874167
"67022",61633,21,"N","Asian",0,0,0,0,0,0,0,0,0,2,3,0,1,-1,0,1,0,-1,3,50,50,50,50,50,0,0,1,1,0,0,0.437841862440109,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,66,100,50,78,50,2,1,1,0,0,1,2,2,2,1,3,3,50,100,74,50,100,2,-1,2,0,0,1,2,2,2,"Yes, I could see and hear the ad",3,1,0.320890039205551,3,3,50,50,50,2,0,2,2,0,2,2,2,2,1,0,3,0,"Trans-Equality",1,0,0.166364923119545,1,"",NA,NA,NA,NA,"",NA,NA,"june20_18479","june20_168",0.437841862440109,1,NA,0.923405929556422,1.22863113168262,1.16527194075633,0.170834111194257,NA,1.17191232640525,1.49407090303762,1.45825674866323,2.5,NA,3,3,3,0.520837692454819,NA,1.56624452889132,0.947187656580589,2.08492573356177,FALSE,NA,NA
